code,country,region,value
076021052,Brazil,"Sucupira do Norte, Pastos Bons",28.81999969
076021053,Brazil,"Mata Roma, Anapurus",26.48999977
076021054,Brazil,Arari,35.66999817
076021055,Brazil,"Riachão, Feira Nova do Maranhão",14.80000019
076021056,Brazil,"Passagem Franca, Lagoa do Mato",23.42000008
076021057,Brazil,Humberto de Campos,14.90999985
076021058,Brazil,Buriti,24.02000046
076021059,Brazil,Anajatuba,35.27999878
076021060,Brazil,Icatu,22.54000092
076021061,Brazil,Buriti Bravo,24.04999924
076021062,Brazil,"Alto Parnaíba, Tasso Fragoso, Sambaíba",20.97999954
076021063,Brazil,"Ribamar Fiquene, Montes Altos, Lajeado Novo",30.64999962
076021064,Brazil,"Presidente Vargas, Nina Rodrigues",38.93999863
076021065,Brazil,Matinha,38.66999817
076021066,Brazil,Bequimão,41.47000122
076022001,Brazil,"Teresina, Nazária",55.63999939
076022002,Brazil,"Arraial, Oeiras, Cajazeiras do Piauí, Tanque do Piauí, Santa Rosa do Piauí, Colônia do Piauí, Francinópolis, Santo Inácio do Piauí, Campinas do Piauí, São João da Varjota, Wall Ferraz, Santa Cruz do Piauí, Floresta do Piauí, Paquetá, Is",34.36999893
076022003,Brazil,"Batalha, Capitão de Campos, Piripiri, São José do Divino, Brasileira, Piracuruca, Milton Brandão, Pedro II, Lagoa de São Francisco, Domingos Mourão, São João da Fronteira",26.11000061
076022004,Brazil,"Parnaíba, Ilha Grande, Bom Princípio do Piauí, Luís Correia, Cajueiro da Praia",41.04000092
076022005,Brazil,"Queimada Nova, Patos do Piauí, Jacobina do Piauí, Paulistana, Jaicós, Massapê do Piauí, Campo Grande do Piauí, Acauã, Caridade do Piauí, Betânia do Piauí, Simões, Curral Novo do Piauí",25.17000008
076022006,Brazil,"Jurema, Anísio de Abreu, São Braz do Piauí, Várzea Branca, Bonfim do Piauí, São Raimundo Nonato, Fartura do Piauí, Dirceu Arcoverde, São Lourenço do Piauí, Coronel José Dias, Dom Inocêncio",30.92000008
076022007,Brazil,"Campo Maior, Nossa Senhora de Nazaré, Boqueirão do Piauí, Jatobá do Piauí, Cocal de Telha, Sigefredo Pacheco",32.36000061
076022008,Brazil,"Barras, Cabeceiras do Piauí, Boa Hora",25.67000008
076022009,Brazil,"Nazaré do Piauí, São José do Peixe, Francisco Ayres, São Francisco do Piauí, Socorro do Piauí, São Miguel do Fidalgo, Paes Landim, Simplício Mendes, Bela Vista do Piauí, Conceição do Canindé, São Francisco de Assis do Piauí",27.71999931
076022010,Brazil,Floriano,45.04000092
076022011,Brazil,"Gilbués, Monte Alegre do Piauí, Bom Jesus, Currais, Redenção do Gurguéia",36.06999969
076022012,Brazil,"Matias Olímpio, Madeiro, Luzilândia, São João do Arraial, Joca Marques",21.59000015
076022013,Brazil,"Demerval Lobão, Lagoa do Piauí, Beneditinos, Passagem Franca do Piauí, Elesbão Veloso, São Miguel da Baixa Grande, São Félix do Piauí, Prata do Piauí",26.78000069
076022014,Brazil,"Joaquim Pires, Murici dos Portelas, Caxingó, Buriti dos Lopes, Caraúbas do Piauí",18.34000015
076022015,Brazil,"União, Lagoa Alegre",22.89999962
076022016,Brazil,"Uruçuí, Palmeira do Piauí, Sebastião Leal, Antônio Almeida, Porto Alegre do Piauí, Bertolínia, Canavieira, Jerumenha",31.13999939
076022017,Brazil,"Angical do Piauí, Agricolândia, Santo Antônio dos Milagres, São Gonçalo do Piauí, Água Branca, Lagoinha do Piauí, Olho D'Água do Piauí, Barro Duro",38.22000122
076022018,Brazil,"Altos, Coivaras, Pau D'Arco do Piauí",34.63000107
076022019,Brazil,"Ribeira do Piauí, João Costa, São João do Piauí, Pedro Laurentino, Nova Santa Rita, Capitão Gervásio Oliveira, Campo Alegre do Fidalgo, Lagoa do Barro do Piauí",31.19000053
076022020,Brazil,"São Miguel do Tapuio, Santa Cruz dos Milagres, Aroazes, Pimenteiras, Assunção do Piauí",23.70000076
076022021,Brazil,"Guaribas, Canto do Buriti, Caracol, Tamboril do Piauí, Brejo do Piauí, Pajeú do Piauí",27.04999924
076022022,Brazil,"Esperantina, Morro do Chapéu do Piauí",29.12999916
076022023,Brazil,"Valença do Piauí, Lagoa do Sítio, São João da Canabrava, Bocaina, São Luis do Piauí",38.22000122
076022024,Brazil,José de Freitas,26.36000061
076022025,Brazil,"Colônia do Gurguéia, Eliseu Martins, Pavussu, Itaueira, Rio Grande do Piauí, Flores do Piauí",27.01000023
076022026,Brazil,"Corrente, Cristalândia do Piauí, Sebastião Barros",35.70999908
076022027,Brazil,Miguel Alves,12.14999962
076022028,Brazil,"Cocal, Cocal dos Alves",13.42000008
076022029,Brazil,"Curimatá, Júlio Borges, Morro Cabeça no Tempo, Avelino Lopes",28.73999977
076022030,Brazil,"Castelo do Piauí, Juazeiro do Piauí, Buriti dos Montes",24.48999977
076022031,Brazil,"Palmeirais, Amarante",34.09999847
076022032,Brazil,"Curralinhos, São Pedro do Piauí, Miguel Leão, Monsenhor Gil",29.28000069
076022033,Brazil,"Várzea Grande, Barra D'Alcântara, Novo Oriente do Piauí, Inhuma",30.31999969
076022034,Brazil,"São Julião, Alegrete do Piauí, Caldeirão Grande do Piauí, Fronteiras",30.29000092
076022035,Brazil,"Porto, Nossa Senhora dos Remédios, Campo Largo do Piauí",23.75
076022036,Brazil,"Alvorada do Gurguéia, Manoel Emídio, Santa Luz, Cristino Castro",30.25
076022037,Brazil,"Regeneração, Jardim do Mulato, Hugo Napoleão",21.84000015
076022038,Brazil,"Pio IX, Alagoinha do Piauí",21.77000046
076022039,Brazil,"Santa Filomena, Ribeiro Gonçalves, Baixa Grande do Ribeiro",21.69000053
076022040,Brazil,"Belém do Piauí, Padre Marcos, Vila Nova do Piauí, Francisco Macedo, Marcolândia",26.37000084
076022041,Brazil,"Alto Longá, São João da Serra, Novo Santo Antônio",27.10000038
076022042,Brazil,"Ipiranga do Piauí, Dom Expedito Lopes, São José do Piauí",29.46999931
076022043,Brazil,"Santo Antônio de Lisboa, Francisco Santos, Monsenhor Hipólito",30.77000046
076022044,Brazil,"Barreiras do Piauí, São Gonçalo do Gurguéia, Riacho Frio, Parnaguá",34.13000107
076022045,Brazil,"Landri Sales, Marcos Parente, Guadalupe",26.84000015
076023001,Brazil,Fortaleza,59.75
076023002,Brazil,Caucaia,48.79000092
076023003,Brazil,"Maranguape, Maracanaú",56.45000076
076023004,Brazil,Juazeiro do Norte,51.47000122
076023005,Brazil,"Sobral, Groaíras, Forquilha",46.29999924
076023006,Brazil,"Miraíma, Amontada, Itapipoca",39.02999878
076023007,Brazil,"Choró, Quixadá, Itapiúna, Banabuiú, Ibaretama",38.86000061
076023008,Brazil,"Pacajus, Horizonte, Chorozinho",45.22000122
076023009,Brazil,"Jijoca de Jericoacoara, Cruz, Acaraú, Itarema",33.34000015
076023010,Brazil,"Guaiúba, Pacatuba, Itaitinga",46.84000015
076023011,Brazil,Crato,56.11000061
076023012,Brazil,"Aquiraz, Eusébio",42.61000061
076023013,Brazil,"Iguatu, Quixelô",48.5
076023014,Brazil,"Itatira, Madalena, Quixeramobim",37.18000031
076023015,Brazil,"Aracati, Fortim, Icapuí",48.13000107
076023016,Brazil,"Canindé, Paramoti",33.59999847
076023017,Brazil,"Poranga, Crateús",35.65000153
076023018,Brazil,"Cascavel, Pindoretama",36.36999893
076023019,Brazil,"Catarina, Acopiara, Piquet Carneiro",33.27999878
076023020,Brazil,"Morada Nova, Ibicuitinga, São João do Jaguaribe",36.90999985
076023021,Brazil,"Barroquinha, Camocim",32.75999832
076023022,Brazil,Tianguá,41.83000183
076023023,Brazil,"Croatá, Guaraciaba do Norte, Carnaubal",30.12000084
076023024,Brazil,"Cariré, Santa Quitéria, Catunda",36.38000107
076023025,Brazil,"Monsenhor Tabosa, Boa Viagem",35.65000153
076023026,Brazil,Russas,47.58000183
076023027,Brazil,Icó,34.68000031
076023028,Brazil,"Uruburetama, Umirim, Tururu, São Luís do Curu",35.11000061
076023029,Brazil,"Tejuçuoca, Itapagé",33.84999847
076023030,Brazil,"Granja, Chaval",26.81999969
076023031,Brazil,"Paraipaba, Paracuru",35.81000137
076023032,Brazil,"Redenção, Acarape, Barreira",41.52000046
076023033,Brazil,"Porteiras, Brejo Santo",48.36000061
076023034,Brazil,"São Benedito, Graça",31.62000084
076023035,Brazil,"Quixeré, Itaiçaba, Jaguaruana",39.27999878
076023036,Brazil,"Beberibe, Palhano",41.40000153
076023037,Brazil,"Deputado Irapuan Pinheiro, Milhã, Solonópole, Jaguaretama",37.06999969
076023038,Brazil,"Ipueiras, Hidrolândia",30.78000069
076023039,Brazil,Limoeiro do Norte,42.58000183
076023040,Brazil,"Lavras da Mangabeira, Umari, Baixio, Ipaumirim",33.97000122
076023041,Brazil,Tauá,33.65000153
076023042,Brazil,Viçosa do Ceará,22.23999977
076023043,Brazil,Barbalha,56.02000046
076023044,Brazil,Trairi,39.99000168
076023045,Brazil,"Ipaporanga, Ararendá, Nova Russas",34.45000076
076023046,Brazil,"Ipu, Pires Ferreira",35.47999954
076023047,Brazil,"Salitre, Campos Sales, Antonina do Norte",32.65000153
076023048,Brazil,"Aracoiaba, Ocara",30.30999947
076023049,Brazil,"Assaré, Tarrafas, Cariús",25.68000031
076023050,Brazil,"Jaguaribara, Iracema, Alto Santo, Potiretama",38.97999954
076023051,Brazil,"Missão Velha, Abaiara",36.56000137
076023052,Brazil,"Quiterianópolis, Independência",38.34000015
076023053,Brazil,"Ubajara, Frecheirinha",37.16999817
076023054,Brazil,Mauriti,34.58000183
076023055,Brazil,"Aratuba, Mulungu, Guaramiranga, Capistrano",40.91999817
076023056,Brazil,"Farias Brito, Caririaçu",32.93000031
076023057,Brazil,São Gonçalo do Amarante,50
076023058,Brazil,"Várzea Alegre, Granjeiro",38.70000076
076023059,Brazil,"Jardim, Penaforte, Jati",47.54999924
076023060,Brazil,Mombaça,23.12999916
076023061,Brazil,Pedra Branca,31.95999908
076023062,Brazil,"Aiuaba, Arneiroz, Saboeiro",31.62999916
076023063,Brazil,"Moraújo, Uruoca, Martinópole, Senador Sá",43.31000137
076023064,Brazil,"Reriutaba, Varjota",34.09000015
076023065,Brazil,Pentecoste,40.72999954
076023066,Brazil,Massapê,36.36000061
076023067,Brazil,Jaguaribe,37.13999939
076023068,Brazil,Baturité,41.88000107
076023069,Brazil,Bela Cruz,32.86999893
076023070,Brazil,Parambu,23.22999954
076023071,Brazil,Tabuleiro do Norte,26.20999908
076023072,Brazil,Santana do Acaraú,26.90999985
076023073,Brazil,Milagres,41.15999985
076023074,Brazil,Novo Oriente,31.79999924
076023075,Brazil,Senador Pompeu,33.65999985
076023076,Brazil,"Potengi, Santana do Cariri",29.03000069
076023077,Brazil,Marco,28.54000092
076023078,Brazil,Cedro,43.16999817
076023079,Brazil,Tamboril,28.53000069
076023080,Brazil,"Alcântaras, Meruoca",38.63000107
076023081,Brazil,Ibiapina,30.47999954
076023082,Brazil,Aurora,40.86999893
076023083,Brazil,Jucás,31.81999969
076023084,Brazil,"Pacoti, Palmácia",41.81999969
076023085,Brazil,"Pereiro, Ererê",38.15000153
076023086,Brazil,Coreaú,27.40999985
076023087,Brazil,Barro,34.93000031
076023088,Brazil,Irauçuba,42.04999924
076023089,Brazil,Orós,35.47999954
076023090,Brazil,Araripe,31.23999977
076023091,Brazil,"Altaneira, Nova Olinda",30.78000069
076023092,Brazil,Morrinhos,35.22000122
076023093,Brazil,"General Sampaio, Apuiarés",35.02000046
076023094,Brazil,Caridade,32.72999954
076023095,Brazil,"Mucambo, Pacujá",41.63000107
076024001,Brazil,Natal,61.16999817
076024002,Brazil,"Baraúna, Mossoró, Grossos, Açu, Areia Branca, Serra do Mel, Carnaubais, Porto do Mangue, Alto do Rodrigues, Tibau",48.27999878
076024003,Brazil,Parnamirim,63.24000168
076024004,Brazil,São Gonçalo do Amarante,43.75
076024005,Brazil,"São Francisco do Oeste, Francisco Dantas, Rodolfo Fernandes, Taboleiro Grande, Apodi, Severiano Melo, Riacho da Cruz, Itaú, Rafael Godeiro, Olho-d'Água do Borges",39.27999878
076024006,Brazil,Ceará-Mirim,34.18999863
076024007,Brazil,Macaíba,39.20999908
076024008,Brazil,Caicó,49.25999832
076024009,Brazil,"Passa e Fica, Nova Cruz, Montanhas",40.25
076024010,Brazil,"Lagoa Nova, Currais Novos",49.02999878
076024011,Brazil,"Canguaretama, Tibau do Sul, Baía Formosa, Vila Flor",32.70999908
076024012,Brazil,"Lagoa Salgada, Vera Cruz, Monte Alegre, Brejinho",36.27000046
076024013,Brazil,"Campo Redondo, Lajes Pintadas, Santa Cruz",40.66999817
076024014,Brazil,"Touros, São Miguel do Gostoso, Pureza",28.72999954
076024015,Brazil,"João Câmara, Poço Branco",29.47999954
076024016,Brazil,"Serra de São Bento, Lagoa d'Anta, Santo Antônio, Lagoa de Pedras, Passagem",31.87999916
076024017,Brazil,"Florânia, São José do Seridó, Cruzeta, Tenente Laurentino Cruz, Acari, São Vicente",43.20000076
076024018,Brazil,"Governador Dix-Sept Rosado, Augusto Severo, Upanema, Triunfo Potiguar, Paraú",31.39999962
076024019,Brazil,"Arês, Nísia Floresta, Senador Georgino Avelino",32.54000092
076024020,Brazil,"Jardim de Piranhas, Jucurutu, São Rafael",28.37000084
076024021,Brazil,"Riacho de Santana, Marcelino Vieira, Alexandria, Pilões, Antônio Martins, João Dias",29.72999954
076024022,Brazil,São José de Mipibu,31.64999962
076024023,Brazil,"Guamaré, Galinhos, Jandaíra, Caiçara do Norte, Parazinho, São Bento do Norte, Pedra Grande",25.18000031
076024024,Brazil,"Santana do Matos, Angicos, Fernando Pedroza, Bodó, Pedro Avelino",38.13000107
076024025,Brazil,"São Tomé, Pedra Preta, Caiçara do Rio do Vento, Jardim de Angicos, Ruy Barbosa, Riachuelo, Bento Fernandes",34.16999817
076024026,Brazil,"Tangará, São José do Campestre, Monte das Gameleiras, Serrinha",34.70000076
